hour,t_outdoor
573,2.16475
574,2.16475
575,2.16475
576,1.967541667
577,1.967541667
578,1.967541667
579,1.769583333
580,1.769583333
581,1.769583333
582,1.334875
583,1.334875
584,1.334875
585,1.21025
586,1.21025
587,1.21025
588,1.026
589,1.026
590,1.026
591,-0.022666667
592,-0.022666667
593,-0.022666667
594,-1.299666667
595,-1.299666667
596,-1.299666667
597,-2.525666667
598,-2.525666667
599,-2.525666667
600,-3.749875
601,-3.749875
602,-3.749875
603,-4.912125
604,-4.912125
605,-4.912125
606,-6.060333333
607,-6.060333333
608,-6.060333333
609,-5.080208333
610,-5.080208333
611,-5.080208333
612,-3.496833333
613,-3.496833333
614,-3.496833333
615,-4.126041667
616,-4.126041667
617,-4.126041667
618,-5.478083333
619,-5.478083333
620,-5.478083333
621,-6.38325
622,-6.38325
623,-6.38325
624,-7.006208333
625,-7.006208333
626,-7.006208333
627,-7.30675
628,-7.30675
629,-7.30675
630,-7.504208333
631,-7.504208333
632,-7.504208333
633,-4.922458333
634,-4.922458333
635,-4.922458333
636,-2.265166667
637,-2.265166667
638,-2.265166667
639,-3.10025
640,-3.10025
641,-3.10025
642,-4.459958333
643,-4.459958333
644,-4.459958333
645,-5.276125
646,-5.276125
647,-5.276125
648,-5.969
649,-5.969
650,-5.969
651,-6.527791667
652,-6.527791667
653,-6.527791667
654,-6.923791667
655,-6.923791667
656,-6.923791667
657,-4.881916667
658,-4.881916667
659,-4.881916667
660,-2.625958333
661,-2.625958333
662,-2.625958333
663,-3.373875
664,-3.373875
665,-3.373875
666,-4.53975
667,-4.53975
668,-4.53975
669,-5.226458333
670,-5.226458333
671,-5.226458333
672,-5.726166667
673,-5.726166667
674,-5.726166667
675,-5.917958333
676,-5.917958333
677,-5.917958333
678,-6.175
679,-6.175
680,-6.175
681,-4.393416667
682,-4.393416667
683,-4.393416667
684,-2.505458333
685,-2.505458333
686,-2.505458333
687,-3.065791667
688,-3.065791667
689,-3.065791667
690,-4.142791667
691,-4.142791667
692,-4.142791667
693,-4.93675
694,-4.93675
695,-4.93675
696,-5.466916667
697,-5.466916667
698,-5.466916667
699,-5.926041667
700,-5.926041667
701,-5.926041667
702,-6.291208333
703,-6.291208333
704,-6.291208333
705,-4.831958333
706,-4.831958333
707,-4.831958333
708,-3.078416667
709,-3.078416667
710,-3.078416667
711,-3.857083333
712,-3.857083333
713,-3.857083333
714,-5.248208333
715,-5.248208333
716,-5.248208333
717,-6.47475
718,-6.47475
719,-6.47475
720,-7.447875
721,-7.447875
722,-7.447875
723,-8.203958333
724,-8.203958333
725,-8.203958333
726,-8.826708333
727,-8.826708333
728,-8.826708333
729,-6.926375
730,-6.926375
731,-6.926375
732,-4.523666667
733,-4.523666667
734,-4.523666667
735,-4.907333333
736,-4.907333333
737,-4.907333333
738,-6.157083333
739,-6.157083333
740,-6.157083333
741,-6.724208333
742,-6.724208333
743,-6.724208333
744,-6.966208333
745,-6.966208333
746,-6.966208333
747,-6.696
748,-6.696
749,-6.696
750,-6.415541667
751,-6.415541667
752,-6.415541667
753,-4.148333333
754,-4.148333333
755,-4.148333333
756,-1.981541667
757,-1.981541667
758,-1.981541667
759,-2.146708333
760,-2.146708333
761,-2.146708333
762,-2.65425
763,-2.65425
764,-2.65425
765,-2.741
766,-2.741
767,-2.741
768,-2.777833333
769,-2.777833333
770,-2.777833333
771,-2.897208333
772,-2.897208333
773,-2.897208333
774,-3.137125
775,-3.137125
776,-3.137125
777,-2.643625
778,-2.643625
779,-2.643625
780,-2.265833333
781,-2.265833333
782,-2.265833333
783,-3.195166667
784,-3.195166667
785,-3.195166667
786,-4.312666667
787,-4.312666667
788,-4.312666667
789,-5.387458333
790,-5.387458333
791,-5.387458333
792,-6.42725
793,-6.42725
794,-6.42725
795,-7.45075
796,-7.45075
797,-7.45075
798,-8.33975
799,-8.33975
800,-8.33975
801,-7.597416667
802,-7.597416667
803,-7.597416667
804,-6.703041667
805,-6.703041667
806,-6.703041667
807,-8.001708333
808,-8.001708333
809,-8.001708333
810,-9.379833333
811,-9.379833333
812,-9.379833333
813,-10.41183333
814,-10.41183333
815,-10.41183333
816,-11.27983333
817,-11.27983333
818,-11.27983333
819,-12.09945833
820,-12.09945833
821,-12.09945833
822,-12.81879167
823,-12.81879167
824,-12.81879167
825,-11.08841667
826,-11.08841667
827,-11.08841667
828,-9.144833333
829,-9.144833333
830,-9.144833333
831,-9.985125
832,-9.985125
833,-9.985125
834,-11.29979167
835,-11.29979167
836,-11.29979167
837,-12.01783333
838,-12.01783333
839,-12.01783333
840,-12.287625
841,-12.287625
842,-12.287625
843,-12.12979167
844,-12.12979167
845,-12.12979167
846,-11.48058333
847,-11.48058333
848,-11.48058333
849,-8.342958333
850,-8.342958333
851,-8.342958333
852,-5.780125
853,-5.780125
854,-5.780125
855,-5.677291667
856,-5.677291667
857,-5.677291667
858,-6.102916667
859,-6.102916667
860,-6.102916667
861,-6.472541667
862,-6.472541667
863,-6.472541667
864,-7.18125
865,-7.18125
866,-7.18125
867,-7.800416667
868,-7.800416667
869,-7.800416667
870,-8.106208333
871,-8.106208333
872,-8.106208333
873,-5.488916667
874,-5.488916667
875,-5.488916667
876,-2.925166667
877,-2.925166667
878,-2.925166667
879,-3.406666667
880,-3.406666667
881,-3.406666667
882,-4.665583333
883,-4.665583333
884,-4.665583333
885,-5.1595
886,-5.1595
887,-5.1595
888,-5.000708333
889,-5.000708333
890,-5.000708333
891,-4.313375
892,-4.313375
893,-4.313375
894,-3.135583333
895,-3.135583333
896,-3.135583333
897,0.489125
898,0.489125
899,0.489125
900,2.947291667
901,2.947291667
902,2.947291667
903,3.103208333
904,3.103208333
905,3.103208333
906,2.825833333
907,2.825833333
908,2.825833333
909,2.6745
910,2.6745
911,2.6745
912,2.546958333
913,2.546958333
914,2.546958333
915,2.525083333
916,2.525083333
917,2.525083333
918,2.55725
919,2.55725
920,2.55725
921,3.96725
922,3.96725
923,3.96725
924,5.223583333
925,5.223583333
926,5.223583333
927,4.813708333
928,4.813708333
929,4.813708333
930,3.523708333
931,3.523708333
932,3.523708333
933,2.693375
934,2.693375
935,2.693375
936,2.005083333
937,2.005083333
938,2.005083333
939,1.52775
940,1.52775
941,1.52775
942,1.352416667
943,1.352416667
944,1.352416667
945,2.800375
946,2.800375
947,2.800375
948,3.595958333
949,3.595958333
950,3.595958333
951,2.764958333
952,2.764958333
953,2.764958333
954,1.763541667
955,1.763541667
956,1.763541667
957,1.079958333
958,1.079958333
959,1.079958333
960,0.459666667
961,0.459666667
962,0.459666667
963,-0.150125
964,-0.150125
965,-0.150125
966,-0.752833333
967,-0.752833333
968,-0.752833333
969,0.97325
970,0.97325
971,0.97325
972,2.620958333
973,2.620958333
974,2.620958333
975,2.050583333
976,2.050583333
977,2.050583333
978,0.219666667
979,0.219666667
980,0.219666667
981,-0.8165
982,-0.8165
983,-0.8165
984,-1.416625
985,-1.416625
986,-1.416625
987,-1.768416667
988,-1.768416667
989,-1.768416667
990,-2.056208333
991,-2.056208333
992,-2.056208333
993,0.9315
994,0.9315
995,0.9315
996,3.774041667
997,3.774041667
998,3.774041667
999,2.911333333
1000,2.911333333
1001,2.911333333
1002,0.817125
1003,0.817125
1004,0.817125
1005,-0.272875
1006,-0.272875
1007,-0.272875
1008,-0.677791667
1009,-0.677791667
1010,-0.677791667
1011,-0.832208333
1012,-0.832208333
1013,-0.832208333
1014,-0.624458333
1015,-0.624458333
1016,-0.624458333
1017,3.296291667
1018,3.296291667
1019,3.296291667
1020,6.685666667
1021,6.685666667
1022,6.685666667
1023,5.650166667
1024,5.650166667
1025,5.650166667
1026,3.928208333
1027,3.928208333
1028,3.928208333
1029,3.202833333
1030,3.202833333
1031,3.202833333
1032,2.610708333
1033,2.610708333
1034,2.610708333
1035,2.038916667
1036,2.038916667
1037,2.038916667
1038,1.830833333
1039,1.830833333
1040,1.830833333
1041,4.470208333
1042,4.470208333
1043,4.470208333
1044,7.114416667
1045,7.114416667
1046,7.114416667
1047,6.134083333
1048,6.134083333
1049,6.134083333
1050,4.249541667
1051,4.249541667
1052,4.249541667
1053,3.239541667
1054,3.239541667
1055,3.239541667
1056,2.71775
1057,2.71775
1058,2.71775
1059,2.398541667
1060,2.398541667
1061,2.398541667
1062,2.206375
1063,2.206375
1064,2.206375
1065,4.498583333
1066,4.498583333
1067,4.498583333
1068,6.713291667
1069,6.713291667
1070,6.713291667
1071,6.595791667
1072,6.595791667
1073,6.595791667
1074,5.630125
1075,5.630125
1076,5.630125
1077,5.007625
1078,5.007625
1079,5.007625
1080,4.212958333
1081,4.212958333
1082,4.212958333
1083,3.304583333
1084,3.304583333
1085,3.304583333
1086,2.619458333
1087,2.619458333
1088,2.619458333
1089,5.465708333
1090,5.465708333
1091,5.465708333
1092,8.009916667
1093,8.009916667
1094,8.009916667
1095,7.366958333
1096,7.366958333
1097,7.366958333
1098,6.106208333
1099,6.106208333
1100,6.106208333
1101,5.563208333
1102,5.563208333
1103,5.563208333
1104,5.15925
1105,5.15925
1106,5.15925
1107,4.631708333
1108,4.631708333
1109,4.631708333
1110,4.179041667
1111,4.179041667
1112,4.179041667
1113,4.87675
1114,4.87675
1115,4.87675
1116,6.075375
1117,6.075375
1118,6.075375
1119,6.339458333
1120,6.339458333
1121,6.339458333
1122,6.095666667
1123,6.095666667
1124,6.095666667
1125,6.072333333
1126,6.072333333
1127,6.072333333
1128,5.587208333
1129,5.587208333
1130,5.587208333
1131,4.642791667
1132,4.642791667
1133,4.642791667
1134,3.730875
1135,3.730875
1136,3.730875
1137,3.781875
1138,3.781875
1139,3.781875
1140,3.418166667
1141,3.418166667
1142,3.418166667
1143,2.474833333
1144,2.474833333
1145,2.474833333
1146,1.771875
1147,1.771875
1148,1.771875
1149,1.221458333
1150,1.221458333
1151,1.221458333
1152,0.826208333
1153,0.826208333
1154,0.826208333
1155,0.459125
1156,0.459125
1157,0.459125
1158,0.213958333
1159,0.213958333
1160,0.213958333
1161,1.181708333
1162,1.181708333
1163,1.181708333
1164,2.139958333
1165,2.139958333
1166,2.139958333
1167,1.228916667
1168,1.228916667
1169,1.228916667
1170,-0.121375
1171,-0.121375
1172,-0.121375
1173,-1.223708333
1174,-1.223708333
1175,-1.223708333
1176,-2.219625
1177,-2.219625
1178,-2.219625
1179,-3.04675
1180,-3.04675
1181,-3.04675
1182,-3.656125
1183,-3.656125
1184,-3.656125
1185,-1.587625
1186,-1.587625
1187,-1.587625
1188,0.396666667
1189,0.396666667
1190,0.396666667
1191,-0.225041667
1192,-0.225041667
1193,-0.225041667
1194,-1.627791667
1195,-1.627791667
1196,-1.627791667
1197,-2.706958333
1198,-2.706958333
1199,-2.706958333
1200,-3.695333333
1201,-3.695333333
1202,-3.695333333
1203,-4.455
1204,-4.455
1205,-4.455
1206,-4.485875
1207,-4.485875
1208,-4.485875
1209,-1.0565
1210,-1.0565
1211,-1.0565
1212,1.689916667
1213,1.689916667
1214,1.689916667
1215,1.0295
1216,1.0295
1217,1.0295
1218,-0.561541667
1219,-0.561541667
1220,-0.561541667
1221,-1.468291667
1222,-1.468291667
1223,-1.468291667
1224,-2.379416667
1225,-2.379416667
1226,-2.379416667
1227,-3.081125
1228,-3.081125
1229,-3.081125
1230,-3.615166667
1231,-3.615166667
1232,-3.615166667
1233,-1.614666667
1234,-1.614666667
1235,-1.614666667
1236,0.546541667
1237,0.546541667
1238,0.546541667
1239,0.054583333
1240,0.054583333
1241,0.054583333
1242,-2.129583333
1243,-2.129583333
1244,-2.129583333
1245,-3.628708333
1246,-3.628708333
1247,-3.628708333
1248,-4.490083333
1249,-4.490083333
1250,-4.490083333
1251,-4.875958333
1252,-4.875958333
1253,-4.875958333
1254,-4.692541667
1255,-4.692541667
1256,-4.692541667
1257,-0.067666667
1258,-0.067666667
1259,-0.067666667
1260,3.738291667
1261,3.738291667
1262,3.738291667
1263,3.401
1264,3.401
1265,3.401
1266,1.606708333
1267,1.606708333
1268,1.606708333
1269,0.541041667
1270,0.541041667
1271,0.541041667
1272,-0.1065
1273,-0.1065
1274,-0.1065
1275,-0.419625
1276,-0.419625
1277,-0.419625
1278,-0.454041667
1279,-0.454041667
1280,-0.454041667
1281,2.007125
1282,2.007125
1283,2.007125
1284,3.948666667
1285,3.948666667
1286,3.948666667
1287,3.898208333
1288,3.898208333
1289,3.898208333
1290,2.633833333
1291,2.633833333
1292,2.633833333
1293,2.000625
1294,2.000625
1295,2.000625
1296,1.571916667
1297,1.571916667
1298,1.571916667
1299,1.35225
1300,1.35225
1301,1.35225
1302,1.394458333
1303,1.394458333
1304,1.394458333
1305,4.047125
1306,4.047125
1307,4.047125
1308,6.125458333
1309,6.125458333
1310,6.125458333
1311,5.550541667
1312,5.550541667
1313,5.550541667
1314,3.951958333
1315,3.951958333
1316,3.951958333
1317,3.04475
1318,3.04475
1319,3.04475
1320,2.398958333
1321,2.398958333
1322,2.398958333
1323,2.07625
1324,2.07625
1325,2.07625
1326,1.927541667
1327,1.927541667
1328,1.927541667
1329,4.545875
1330,4.545875
1331,4.545875
1332,6.405166667
1333,6.405166667
1334,6.405166667
1335,5.974208333
1336,5.974208333
1337,5.974208333
1338,4.540958333
1339,4.540958333
1340,4.540958333
1341,3.460458333
1342,3.460458333
1343,3.460458333
1344,2.429583333
1345,2.429583333
1346,2.429583333
1347,1.534875
1348,1.534875
1349,1.534875
1350,1.045125
1351,1.045125
1352,1.045125
1353,4.278708333
1354,4.278708333
1355,4.278708333
1356,6.318333333
1357,6.318333333
1358,6.318333333
1359,5.860583333
1360,5.860583333
1361,5.860583333
1362,3.645083333
1363,3.645083333
1364,3.645083333
1365,2.440666667
1366,2.440666667
1367,2.440666667
1368,1.62925
1369,1.62925
1370,1.62925
1371,0.993583333
1372,0.993583333
1373,0.993583333
1374,0.907291667
1375,0.907291667
1376,0.907291667
1377,5.113458333
1378,5.113458333
1379,5.113458333
1380,8.030333333
1381,8.030333333
1382,8.030333333
1383,7.293333333
1384,7.293333333
1385,7.293333333
1386,4.975291667
1387,4.975291667
1388,4.975291667
1389,3.603
1390,3.603
1391,3.603
1392,2.723333333
1393,2.723333333
1394,2.723333333
1395,2.209833333
1396,2.209833333
1397,2.209833333
1398,2.420416667
1399,2.420416667
1400,2.420416667
1401,6.375416667
1402,6.375416667
1403,6.375416667
1404,9.517291667
1405,9.517291667
1406,9.517291667
1407,8.912291667
1408,8.912291667
1409,8.912291667
1410,6.80275
1411,6.80275
1412,6.80275
1413,5.936666667
1414,5.936666667
1415,5.936666667
1416,5.573
1417,5.573
1418,5.573
1419,5.287375
1420,5.287375
1421,5.287375
1422,5.245541667
1423,5.245541667
1424,5.245541667
1425,8.548166667
1426,8.548166667
1427,8.548166667
1428,10.99308333
1429,10.99308333
1430,10.99308333
1431,10.27170833
1432,10.27170833
1433,10.27170833
1434,8.165458333
1435,8.165458333
1436,8.165458333
1437,7.263791667
1438,7.263791667
1439,7.263791667
1440,6.468458333
1441,6.468458333
1442,6.468458333
1443,5.630416667
1444,5.630416667
1445,5.630416667
1446,5.187375
1447,5.187375
1448,5.187375
1449,6.127166667
1450,6.127166667
1451,6.127166667
1452,6.949541667
1453,6.949541667
1454,6.949541667
1455,6.203125
1456,6.203125
1457,6.203125
1458,5.334125
1459,5.334125
1460,5.334125
1461,4.865416667
1462,4.865416667
1463,4.865416667
1464,4.353166667
1465,4.353166667
1466,4.353166667
1467,3.796625
1468,3.796625
1469,3.796625
1470,3.426166667
1471,3.426166667
1472,3.426166667
1473,3.941833333
1474,3.941833333
1475,3.941833333
1476,4.879666667
1477,4.879666667
1478,4.879666667
1479,5.003083333
1480,5.003083333
1481,5.003083333
1482,5.008333333
1483,5.008333333
1484,5.008333333
1485,4.905041667
1486,4.905041667
1487,4.905041667
1488,4.541375
1489,4.541375
1490,4.541375
1491,3.851833333
1492,3.851833333
1493,3.851833333
1494,3.379791667
1495,3.379791667
1496,3.379791667
1497,5.917916667
1498,5.917916667
1499,5.917916667
1500,7.833125
1501,7.833125
1502,7.833125
1503,6.875708333
1504,6.875708333
1505,6.875708333
1506,5.044875
1507,5.044875
1508,5.044875
1509,3.893666667
1510,3.893666667
1511,3.893666667
1512,2.955375
1513,2.955375
1514,2.955375
1515,2.197125
1516,2.197125
1517,2.197125
1518,2.009666667
1519,2.009666667
1520,2.009666667
1521,4.911125
1522,4.911125
1523,4.911125
1524,7.1165
1525,7.1165
1526,7.1165
1527,6.734375
1528,6.734375
1529,6.734375
1530,4.938458333
1531,4.938458333
1532,4.938458333
1533,3.79925
1534,3.79925
1535,3.79925
1536,2.852625
1537,2.852625
1538,2.852625
1539,1.968916667
1540,1.968916667
1541,1.968916667
1542,1.735791667
1543,1.735791667
1544,1.735791667
1545,5.77425
1546,5.77425
1547,5.77425
1548,8.868625
1549,8.868625
1550,8.868625
1551,8.348625
1552,8.348625
1553,8.348625
1554,6.16675
1555,6.16675
1556,6.16675
1557,4.813
1558,4.813
1559,4.813
1560,3.623208333
1561,3.623208333
1562,3.623208333
1563,2.532791667
1564,2.532791667
1565,2.532791667
1566,2.232208333
1567,2.232208333
1568,2.232208333
1569,6.453791667
1570,6.453791667
1571,6.453791667
1572,9.569666667
1573,9.569666667
1574,9.569666667
1575,8.880916667
1576,8.880916667
1577,8.880916667
1578,6.007083333
1579,6.007083333
1580,6.007083333
1581,4.366625
1582,4.366625
1583,4.366625
1584,3.286625
1585,3.286625
1586,3.286625
1587,2.397791667
1588,2.397791667
1589,2.397791667
1590,2.506041667
1591,2.506041667
1592,2.506041667
1593,7.314583333
1594,7.314583333
1595,7.314583333
1596,10.8525
1597,10.8525
1598,10.8525
1599,10.017
1600,10.017
1601,10.017
1602,7.169791667
1603,7.169791667
1604,7.169791667
1605,5.52575
1606,5.52575
1607,5.52575
1608,4.433041667
1609,4.433041667
1610,4.433041667
1611,3.547416667
1612,3.547416667
1613,3.547416667
1614,3.565291667
1615,3.565291667
1616,3.565291667
1617,8.614583333
1618,8.614583333
1619,8.614583333
1620,12.005625
1621,12.005625
1622,12.005625
1623,10.99058333
1624,10.99058333
1625,10.99058333
1626,8.06975
1627,8.06975
1628,8.06975
1629,6.281541667
1630,6.281541667
1631,6.281541667
1632,5.098125
1633,5.098125
1634,5.098125
1635,4.263166667
1636,4.263166667
1637,4.263166667
1638,4.185333333
1639,4.185333333
1640,4.185333333
1641,8.339666667
1642,8.339666667
1643,8.339666667
1644,11.23754167
1645,11.23754167
1646,11.23754167
1647,10.70758333
1648,10.70758333
1649,10.70758333
1650,7.959666667
1651,7.959666667
1652,7.959666667
1653,6.144291667
1654,6.144291667
1655,6.144291667
1656,4.954208333
1657,4.954208333
1658,4.954208333
1659,4.2165
1660,4.2165
1661,4.2165
1662,4.406
1663,4.406
1664,4.406
1665,8.617958333
1666,8.617958333
1667,8.617958333
1668,11.43120833
1669,11.43120833
1670,11.43120833
1671,10.95175
1672,10.95175
1673,10.95175
1674,8.114625
1675,8.114625
1676,8.114625
1677,6.62075
1678,6.62075
1679,6.62075
1680,5.835916667
1681,5.835916667
1682,5.835916667
1683,5.195583333
1684,5.195583333
1685,5.195583333
1686,5.368166667
1687,5.368166667
1688,5.368166667
1689,7.73375
1690,7.73375
1691,7.73375
1692,10.37458333
1693,10.37458333
1694,10.37458333
1695,10.14541667
1696,10.14541667
1697,10.14541667
1698,8.797083333
1699,8.797083333
1700,8.797083333
1701,8.16025
1702,8.16025
1703,8.16025
1704,7.878333333
1705,7.878333333
1706,7.878333333
1707,7.912333333
1708,7.912333333
1709,7.912333333
1710,8.311541667
1711,8.311541667
1712,8.311541667
1713,11.02854167
1714,11.02854167
1715,11.02854167
1716,13.450625
1717,13.450625
1718,13.450625
1719,12.77670833
1720,12.77670833
1721,12.77670833
1722,10.94779167
1723,10.94779167
1724,10.94779167
1725,10.18804167
1726,10.18804167
1727,10.18804167
1728,9.43475
1729,9.43475
1730,9.43475
1731,8.713041667
1732,8.713041667
1733,8.713041667
1734,8.716208333
1735,8.716208333
1736,8.716208333
1737,11.17191667
1738,11.17191667
1739,11.17191667
1740,13.25691667
1741,13.25691667
1742,13.25691667
1743,12.925875
1744,12.925875
1745,12.925875
1746,10.735875
1747,10.735875
1748,10.735875
1749,9.3875
1750,9.3875
1751,9.3875
1752,8.833
1753,8.833
1754,8.833
1755,8.754041667
1756,8.754041667
1757,8.754041667
1758,9.266625
1759,9.266625
1760,9.266625
1761,12.15870833
1762,12.15870833
1763,12.15870833
1764,13.99691667
1765,13.99691667
1766,13.99691667
1767,12.94029167
1768,12.94029167
1769,12.94029167
1770,11.255625
1771,11.255625
1772,11.255625
1773,10.1375
1774,10.1375
1775,10.1375
1776,9.301666667
1777,9.301666667
1778,9.301666667
1779,8.673
1780,8.673
1781,8.673
1782,8.8685
1783,8.8685
1784,8.8685
1785,11.760875
1786,11.760875
1787,11.760875
1788,13.15370833
1789,13.15370833
1790,13.15370833
1791,11.926
1792,11.926
1793,11.926
1794,9.81275
1795,9.81275
1796,9.81275
1797,8.1775
1798,8.1775
1799,8.1775
1800,6.907041667
1801,6.907041667
1802,6.907041667
1803,5.957875
1804,5.957875
1805,5.957875
1806,6.160708333
1807,6.160708333
1808,6.160708333
1809,10.18633333
1810,10.18633333
1811,10.18633333
1812,12.3755
1813,12.3755
1814,12.3755
1815,11.88625
1816,11.88625
1817,11.88625
1818,9.800375
1819,9.800375
1820,9.800375
1821,8.23625
1822,8.23625
1823,8.23625
1824,7.112958333
1825,7.112958333
1826,7.112958333
1827,6.116083333
1828,6.116083333
1829,6.116083333
1830,6.223583333
1831,6.223583333
1832,6.223583333
1833,10.32754167
1834,10.32754167
1835,10.32754167
1836,12.63716667
1837,12.63716667
1838,12.63716667
1839,12.10404167
1840,12.10404167
1841,12.10404167
1842,9.824125
1843,9.824125
1844,9.824125
1845,8.320125
1846,8.320125
1847,8.320125
1848,7.271
1849,7.271
1850,7.271
1851,6.353416667
1852,6.353416667
1853,6.353416667
1854,6.442583333
1855,6.442583333
1856,6.442583333
1857,9.239083333
1858,9.239083333
1859,9.239083333
1860,11.048625
1861,11.048625
1862,11.048625
1863,10.61570833
1864,10.61570833
1865,10.61570833
1866,9.177875
1867,9.177875
1868,9.177875
1869,8.162166667
1870,8.162166667
1871,8.162166667
1872,7.332583333
1873,7.332583333
1874,7.332583333
1875,6.650833333
1876,6.650833333
1877,6.650833333
1878,6.698708333
1879,6.698708333
1880,6.698708333
1881,8.393708333
1882,8.393708333
1883,8.393708333
1884,9.509416667
1885,9.509416667
1886,9.509416667
1887,9.109833333
1888,9.109833333
1889,9.109833333
1890,7.97775
1891,7.97775
1892,7.97775
1893,7.17075
1894,7.17075
1895,7.17075
1896,6.59575
1897,6.59575
1898,6.59575
1899,6.20375
1900,6.20375
1901,6.20375
1902,6.416625
1903,6.416625
1904,6.416625
1905,8.583291667
1906,8.583291667
1907,8.583291667
1908,10.21216667
1909,10.21216667
1910,10.21216667
1911,9.929833333
1912,9.929833333
1913,9.929833333
1914,8.435458333
1915,8.435458333
1916,8.435458333
1917,7.385
1918,7.385
1919,7.385
1920,6.577666667
1921,6.577666667
1922,6.577666667
1923,5.950875
1924,5.950875
1925,5.950875
1926,6.498208333
1927,6.498208333
1928,6.498208333
1929,9.9
1930,9.9
1931,9.9
1932,12.12704167
1933,12.12704167
1934,12.12704167
1935,11.73458333
1936,11.73458333
1937,11.73458333
1938,10.009875
1939,10.009875
1940,10.009875
1941,8.973791667
1942,8.973791667
1943,8.973791667
1944,8.103375
1945,8.103375
1946,8.103375
1947,7.228583333
1948,7.228583333
1949,7.228583333
1950,7.2285
1951,7.2285
1952,7.2285
1953,10.021875
1954,10.021875
1955,10.021875
1956,12.17804167
1957,12.17804167
1958,12.17804167
1959,11.75441667
1960,11.75441667
1961,11.75441667
1962,9.884166667
1963,9.884166667
1964,9.884166667
1965,8.580333333
1966,8.580333333
1967,8.580333333
1968,7.3755
1969,7.3755
1970,7.3755
1971,6.295583333
1972,6.295583333
1973,6.295583333
1974,6.345625
1975,6.345625
1976,6.345625
1977,9.213041667
1978,9.213041667
1979,9.213041667
1980,11.214625
1981,11.214625
1982,11.214625
1983,10.798875
1984,10.798875
1985,10.798875
1986,9.150125
1987,9.150125
1988,9.150125
1989,8.180291667
1990,8.180291667
1991,8.180291667
1992,7.33875
1993,7.33875
1994,7.33875
1995,6.55125
1996,6.55125
1997,6.55125
1998,6.847
1999,6.847
2000,6.847
2001,9.969916667
2002,9.969916667
2003,9.969916667
2004,11.96079167
2005,11.96079167
2006,11.96079167
2007,11.39445833
2008,11.39445833
2009,11.39445833
2010,9.435833333
2011,9.435833333
2012,9.435833333
2013,8.157
2014,8.157
2015,8.157
2016,7.211583333
2017,7.211583333
2018,7.211583333
2019,6.383
2020,6.383
2021,6.383
2022,6.822333333
2023,6.822333333
2024,6.822333333
2025,10.887625
2026,10.887625
2027,10.887625
2028,13.55120833
2029,13.55120833
2030,13.55120833
2031,13.05825
2032,13.05825
2033,13.05825
2034,10.56779167
2035,10.56779167
2036,10.56779167
2037,8.822958333
2038,8.822958333
2039,8.822958333
2040,7.480541667
2041,7.480541667
2042,7.480541667
2043,6.306375
2044,6.306375
2045,6.306375
2046,6.855625
2047,6.855625
2048,6.855625
2049,11.909625
2050,11.909625
2051,11.909625
2052,14.22058333
2053,14.22058333
2054,14.22058333
2055,13.93391667
2056,13.93391667
2057,13.93391667
2058,11.06170833
2059,11.06170833
2060,11.06170833
2061,8.946375
2062,8.946375
2063,8.946375
2064,7.461958333
2065,7.461958333
2066,7.461958333
2067,6.295458333
2068,6.295458333
2069,6.295458333
2070,7.127208333
2071,7.127208333
2072,7.127208333
2073,12.626375
2074,12.626375
2075,12.626375
2076,15.24554167
2077,15.24554167
2078,15.24554167
2079,14.809375
2080,14.809375
2081,14.809375
2082,11.752125
2083,11.752125
2084,11.752125
2085,9.729375
2086,9.729375
2087,9.729375
2088,8.461375
2089,8.461375
2090,8.461375
2091,7.627458333
2092,7.627458333
2093,7.627458333
2094,8.502125
2095,8.502125
2096,8.502125
2097,12.99491667
2098,12.99491667
2099,12.99491667
2100,15.36991667
2101,15.36991667
2102,15.36991667
2103,14.44795833
2104,14.44795833
2105,14.44795833
2106,12.14495833
2107,12.14495833
2108,12.14495833
2109,10.472375
2110,10.472375
2111,10.472375
2112,9.233916667
2113,9.233916667
2114,9.233916667
2115,8.240833333
2116,8.240833333
2117,8.240833333
2118,8.939
2119,8.939
2120,8.939
2121,12.17666667
2122,12.17666667
2123,12.17666667
2124,15.13733333
2125,15.13733333
2126,15.13733333
2127,15.23791667
2128,15.23791667
2129,15.23791667
2130,12.65583333
2131,12.65583333
2132,12.65583333
2133,10.89479167
2134,10.89479167
2135,10.89479167
2136,9.882708333
2137,9.882708333
2138,9.882708333
2139,9.314583333
2140,9.314583333
2141,9.314583333
2142,9.682291667
2143,9.682291667
2144,9.682291667
2145,11.91941667
2146,11.91941667
2147,11.91941667
2148,13.8815
2149,13.8815
2150,13.8815
2151,14.30879167
2152,14.30879167
2153,14.30879167
2154,12.54095833
2155,12.54095833
2156,12.54095833
2157,11.27258333
2158,11.27258333
2159,11.27258333
2160,10.52608333
2161,10.52608333
2162,10.52608333
2163,9.88275
2164,9.88275
2165,9.88275
2166,10.393125
2167,10.393125
2168,10.393125
2169,13.738625
2170,13.738625
2171,13.738625
2172,15.91629167
2173,15.91629167
2174,15.91629167
2175,15.60991667
2176,15.60991667
2177,15.60991667
2178,13.41879167
2179,13.41879167
2180,13.41879167
2181,11.87741667
2182,11.87741667
2183,11.87741667
2184,10.92529167
2185,10.92529167
2186,10.92529167
2187,10.14570833
2188,10.14570833
2189,10.14570833
2190,10.52275
2191,10.52275
2192,10.52275
2193,13.31004167
2194,13.31004167
2195,13.31004167
